pH,Digestates,Feedstock,DM,OM,TOC,TOC_TN,TN,NH4_N,NH4_TN
7.6,5,2,57.6,722,401.1,5.6,72,34.4,47.8
8.3,4,2,57.3,492.1,273.4,2.2,122.5,72.8,59.4
8.1,5,3,57,572,317.7,3.4,94.2,75.1,79.7
7.7,4,2,57,757,420.5,4,105,77,73.3
7.9,4,2,57,689,382.7,5.2,73,49,67.1
8.8,4,2,57,539,299.4,2,153,90.8,59.3
8.3,4,2,57,711,395,2.5,155,91.2,58.8
7.8,4,2,57,749,416.1,5.2,79.8,40.8,51.1
8.2,4,2,57,699,388.3,4.1,94,44,46.8
7.7,5,1,57,738,410,5.5,74.9,33.2,44.3
7.6,4,2,57,797,442.7,6.7,66.3,28.5,43
8.1,4,1,57,757,420.5,6.9,61.1,25.7,42.1
7.7,4,1,57,813,451.6,8.1,55.9,22.1,39.5
8.1,4,2,57,822,456.6,3.5,132,38.3,29
7.9,5,1,56.6,651,361.6,2.5,145,81.2,56
8.3,4,1,56.6,729.7,405.3,9.6,42.4,10.6,25
8.3,4,3,56.2,578,321.1,2.9,112,70.6,63
8,4,1,56.2,774,430,5.8,73.5,41.3,56.2
8.2,5,2,56.2,687,381.6,4,94.9,43.9,46.3
8,4,2,56,707,392.7,3.9,101,75.9,75.1
7.9,4,2,56,628,348.9,3.7,94,64.7,68.8
8,4,1,56,743,412.7,7.2,57.2,38.1,66.6
8.1,5,3,56,580,322.2,2.7,120,75.4,62.8
8,5,1,56,575,319.4,3.4,95,59.6,62.7
8.3,4,2,56,482.1,267.8,2.2,122.5,67.3,54.9
8.2,4,1,56,755,419.4,3.9,108,58.5,54.2
7.9,4,2,56,683,379.4,4.1,92.3,48.8,52.9
8.7,5,1,56,631,350.5,2.7,130,68.6,52.8
7.8,4,2,56,759,421.6,3.8,110,54.1,49.2
8.3,4,2,56,701,389.4,3.5,110,52.6,47.8
8.5,4,2,56,568,315.5,2.4,133,60.6,45.6
7.6,4,2,56,790,438.8,6.3,69.8,31.8,45.6
8.2,4,1,56,758,421.1,6.8,61.5,25.6,41.6
8.7,4,3,56,710,394.4,7.3,54.1,21.6,39.9
7.9,4,2,56,728,404.4,4.9,82.7,31.3,37.8
7.9,4,2,55.7,712,395.5,3.2,124,70,56.5
8.3,4,2,55,732,406.6,2.9,140,87.1,62.2
8.4,4,2,55,747,415,3.5,120,72.7,60.6
7,4,3,55,788,437.7,5.8,75.6,44.9,59.4
8.2,4,3,55,547,303.9,2.5,120,69.3,57.8
8.1,4,2,55,817,453.8,3.3,138,78.7,57
7.9,5,1,55,761,422.7,4.7,89.3,47.7,53.4
7.4,4,1,55,800,444.4,7.6,58.3,30.4,52.1
7.7,4,2,55,825,458.3,5.7,80,41.7,52.1
8,4,1,55,759,421.6,3.8,111,57.7,52
8.2,4,1,55,730,405.5,3.8,108,55.7,51.6
7.7,4,1,55,846,470,11.5,40.9,20.8,50.9
8,4,1,55,746,414.4,3.8,109,54.7,50.2
7.9,4,1,55,800,444.4,6.7,66.1,31.9,48.3
7.9,4,2,55,612,340,4.6,73.5,34,46.3
8.2,4,2,55,709,393.8,3.2,124,55.6,44.8
8,4,1,55,755,419.4,5.9,70.9,24.6,34.7
8.3,4,1,55,701.8,389.8,5.1,76.4,23.6,30.9
8.2,4,3,54.2,500,277.8,2.6,108,71.9,66.6
8,4,1,54.1,757,420.5,4.9,86.6,46.4,53.6
8,5,3,54,590,327.7,3,111,77.6,69.9
8,4,2,54,603,335,4.6,73.1,46.5,63.6
8,4,3,54,775,430.5,3.1,140,88.1,62.9
7.4,4,2,54,735,408.3,3.6,113,69.3,61.3
8.1,4,2,54,734,407.7,3,134,81.1,60.5
8,5,3,54,588,326.6,3,109,64.3,59
7.9,4,1,54,769,427.2,5.8,73.3,43,58.7
8.5,4,3,54,767,426.1,5.3,80.9,46.7,57.7
7.6,4,1,54,825,458.3,8.2,56.1,29.1,51.9
8.4,4,2,54,718,398.8,2.5,159,81.3,51.1
7.9,4,2,54,688,382.2,4.1,92.6,46,49.7
7.7,5,1,54,734,407.7,5.8,70.6,34.6,49
7.5,4,2,54,802,445.5,6.6,67.4,30.9,45.8
8.7,4,3,54,465,258.3,4.2,61.7,27.8,45.1
8.2,4,2,54,702,390,3.2,120,53.9,44.9
7.8,4,1,54,758,421.1,6.6,63.7,28.6,44.9
8,4,2,54,679,377.2,4.8,78.5,34.8,44.3
7.9,5,1,54,726,403.3,4.5,90,35.9,39.9
8.1,4,2,54,558,310,2.4,130,10.2,7.8
8,4,2,53.7,712,395.5,3.1,126.9,91.2,71.9
8,4,2,53.7,711.4,395.2,3.1,127,91.2,71.8
7.6,4,1,53.3,803,446.1,7.5,59.4,32.3,54.4
8,4,1,53,707,392.7,4.2,92.5,70.4,76.1
8.1,4,2,53,541,300.5,2.7,110,83.4,75.8
8.1,4,2,53,558,310,3.9,78.9,57,72.2
8.1,4,2,53,439,243.9,2,120,80.2,66.8
8,4,2,53,552,306.6,3.9,79.4,51.2,64.5
8.1,4,2,53,447,248.3,2.1,120,74.4,62
8.1,4,2,53,770,427.7,3.6,118,73,61.9
8.4,4,3,53,773,429.4,10.6,40.6,24.3,59.9
8.1,5,3,53,583,323.9,2.8,116,68.1,58.7
8.9,4,2,53,487,270.5,1.4,192,108.6,56.6
7.9,5,1,53,775,430.5,4.4,97.7,52.2,53.4
8.4,4,2,53,722,401.1,2.6,157,77.8,49.6
8.4,4,2,53,565,313.9,2.3,136,66.9,49.2
7.1,4,1,53,876,486.6,13.7,35.6,17,47.8
8.1,4,2,53,642,356.6,4.7,75.5,33.9,44.9
7.8,4,2,53,737,409.4,2.6,160,69.6,43.5
7.7,4,1,52.5,722,401.1,5.3,75.6,50.4,66.7
7.8,4,1,52.3,710,394.4,4.6,86,56.2,65.3
7.7,4,1,52.1,690,383.3,5.1,74.9,39.3,52.5
8.4,5,1,52,771,428.3,3.4,125,92.2,73.8
8.2,4,3,52,564,313.3,2.7,115,83.1,72.3
8,4,1,52,710,394.4,4.1,95.6,68.3,71.4
7.8,4,2,52,698,387.7,3,128,89.6,70
7.9,4,2,52,610,338.9,3.6,94.3,65.9,69.9
8.1,4,1,52,692.3,384.6,5.4,71.2,48.1,67.6
7.8,5,1,52,540,300,2.8,106,67.9,64.1
8.2,4,3,52,766,425.5,3.5,122,76.2,62.5
8.3,4,2,52,553,307.2,2.1,144,88.3,61.3
9,4,3,52,735,408.3,6.2,65.6,38.8,59.1
8.3,4,2,52,552,306.6,2.2,142,83.8,59
8.2,4,3,52,570,316.6,2.5,126,74,58.7
7.9,4,2,52,648,360,4.4,81,38.8,47.9
